,Datum,Område,Pris per kvadratmeter,Begärt pris,Antal rum,Boarea,Avgift/månad,Driftskostnad,Byggår,Slutpris
3750,,Maria,72656,4450000,2.0,64.0,2326.0,7600.0,1964.0,4650000.0
3751,,Kungsholmen - Fredhäll,90938,2595000,2.0,32.0,2226.0,7776.0,1936.0,2910000.0
3752,,Katarina,69048,3950000,2.0,63.0,2956.0,4800.0,1968.0,4350000.0
3753,,Hagastaden,74577,5295000,3.0,71.0,4041.0,4640.0,2018.0,5295000.0
3754,,Kungsholmstorg,82911,6395000,3.0,79.0,3040.0,7800.0,1985.0,6550000.0
3755,,Kungsholmen,86667,4895000,2.0,60.0,3527.0,6000.0,1929.0,5200000.0
3756,,Vasastan,82857,8595000,4.5,105.0,3602.0,11400.0,1967.0,8700000.0
3757,,Vasastan - Östermalm,102034,5475000,2.0,59.0,2188.0,5400.0,1890.0,6020000.0
3758,,Vasastan - Norrmalm,92549,3990000,2.0,51.0,1309.0,4800.0,1927.0,4720000.0
3759,,ödermalm Katarina,75088,4250000,3.0,62.3,3569.0,7200.0,1981.0,4678000.0
3760,,ödermalm,96429,2195000,1.0,28.0,1230.0,3480.0,1927.0,2700000.0
3761,,ödermalm,98250,3190000,2.0,40.0,2400.0,6000.0,1939.0,3930000.0
3762,,ödermalm,87391,3495000,2.0,46.0,2255.0,5600.0,1930.0,4020000.0
3763,,Vasastan,125000,2495000,1.0,26.0,1505.0,5100.0,1909.0,3250000.0
3764,,ödermalm,89692,5830000,2.0,65.0,3947.0,4800.0,1903.0,5830000.0
3765,,ödermalm,69851,4495000,3.0,67.0,3345.0,7000.0,1985.0,4680000.0
3766,2019-04-30,Vasastan,88636,4395000,2.0,55.0,3211.0,5400.0,1929.0,4875000.0
3767,2019-04-30,Högalid,103857,3250000,2.0,35.0,1967.0,9123.0,1932.0,3635000.0
3768,2019-04-30,Högalid,80455,4795000,3.0,66.0,2867.0,3500.0,1988.0,5310000.0
3769,2019-04-30,fia,111481,2495000,1.0,27.0,1609.0,3900.0,1930.0,3010000.0
3770,2019-04-30,ödermalm,93750,2595000,1.5,32.0,2320.0,4800.0,1935.0,3000000.0
3771,2019-04-30,,76190,6195000,3.0,84.0,2101.0,7800.0,1912.0,6400000.0
3772,2019-04-30,,94828,2495000,1.0,29.0,1504.0,5160.0,1930.0,2750000.0
3773,2019-04-30,,103333,2495000,1.0,30.0,1777.0,6720.0,1942.0,3100000.0
3774,2019-04-30,fia,75000,3195000,2.0,42.0,2596.0,3700.0,1930.0,3150000.0
3775,2019-04-30,ödermalm,93827,5995000,3.0,81.0,4201.0,7692.0,1899.0,7600000.0
3776,2019-04-30,Vasastan/Odenplan,99051,6500000,3.0,79.0,4542.0,7560.0,1907.0,7825000.0
3777,2019-04-30,Vasastan - Röda Bergen,76230,4495000,2.0,61.0,2601.0,4200.0,1929.0,4650000.0
3778,2019-04-30,Kungsholmen - Lindhagen,72371,7350000,4.0,97.0,3864.0,10900.0,2010.0,7020000.0
3779,2019-04-30,ödermalm / SoFo,93636,9895000,4.0,110.0,3724.0,13800.0,1913.0,10300000.0
3780,2019-04-30,Kungsholmen,84043,6950000,4.0,94.0,4852.0,9540.0,1915.0,7900000.0
3781,2019-04-30,Kungsholmen,88542,7995000,3.0,96.0,4095.0,6000.0,1913.0,8500000.0
3782,2019-04-30,ödermalm,76744,3195000,2.0,43.0,1799.0,4500.0,1965.0,3300000.0
3783,2019-04-30,Kungsholmen,121875,3300000,1.0,32.0,1831.0,5800.0,1932.0,3900000.0
3784,2019-04-30,Fredhäll,66270,8475000,4.0,126.0,6271.0,7000.0,1935.0,8350000.0
3785,2019-04-30,Kungsholmen - Fridhemsplan,123333,2895000,1.5,30.0,794.0,4400.0,1884.0,3700000.0
3786,2019-04-29,fia,71429,7250000,4.0,105.0,6192.0,9750.0,1994.0,7500000.0
3787,2019-04-29,Kungsholmen,89560,7495000,3.0,91.0,3970.0,2040.0,1929.0,8150000.0
3788,2019-04-29,Kungsholmen,77500,2795000,1.0,40.0,2785.0,5864.0,1937.0,3100000.0
3789,2019-04-29,Östermalm,110112,8950000,3.0,89.0,2999.0,7800.0,1888.0,9800000.0
3790,2019-04-29,Vasastan,94186,7395000,3.0,86.0,2574.0,12000.0,1918.0,8100000.0
3791,2019-04-29,Östermalm,117378,8750000,3.0,82.0,3579.0,6000.0,1881.0,9625000.0
3792,2019-04-28,Reimersholme,81395,3195000,2.0,43.0,2940.0,4700.0,1943.0,3500000.0
3793,2019-04-28,,101923,2350000,1.0,26.0,2045.0,5100.0,1939.0,2650000.0
3794,2019-04-28,Kungsholmen Thorildsplan,84337,3195000,2.0,41.5,2376.0,3400.0,1926.0,3500000.0
3795,2019-04-28,Kungsholmen,82394,5700000,3.0,71.0,2542.0,7800.0,1930.0,5850000.0
3796,2019-04-28,ödermalm,72308,2695000,1.0,39.0,2464.0,6104.0,1990.0,2820000.0
3797,2019-04-28,Vasastan - Norrmalm,114286,9850000,2.0,84.0,1119.0,11.0,9200.0,1884.0
3798,2019-04-27,irkastan,100568,3750000,2.0,44.0,2463.0,3960.0,1929.0,4425000.0
3799,2019-04-26,Östermalm,108594,7195000,2.0,64.0,2240.0,8100.0,1896.0,6950000.0
3800,2019-04-26,Kungsholmen,71605,5750000,4.0,81.0,3867.0,9450.0,1936.0,5800000.0
3801,2019-04-26,Högalid,67468,4795000,3.0,79.0,3598.0,6500.0,1989.0,5330000.0
3802,2019-04-26,fia,64516,5800000,3.0,93.0,5084.0,7500.0,2005.0,6000000.0
3803,2019-04-26,Högalid,63095,4895000,4.0,84.0,3627.0,8523.0,1966.0,5300000.0
3804,2019-04-26,Kungsholmen/Marieberg,76296,3795000,3.0,54.0,3013.0,5300.0,1944.0,4120000.0
3805,2019-04-26,,86842,2995000,2.0,38.0,1954.0,9780.0,1930.0,3300000.0
3806,2019-04-26,,71519,5495000,3.0,79.0,4076.0,7800.0,1929.0,5650000.0
3807,2019-04-26,ödermalm,81429,2695000,1.0,35.0,1950.0,5400.0,1934.0,2850000.0
3808,2019-04-26,Vasastan/Östermalm,99205,3675000,2.0,44.0,2998.0,2200.0,1927.0,4365000.0
3809,2019-04-26,Kungsholmen,96296,2450000,1.0,27.0,1476.0,4200.0,1931.0,2600000.0
3810,2019-04-26,Kungsholmen,68413,4275000,2.5,63.0,3001.0,4200.0,1988.0,4310000.0
3811,2019-04-26,ödermalm,124194,6495000,2.5,62.0,2684.0,21.0,1906.0,7700000.0
3812,2019-04-26,Vasastan / Vasaparken,105000,3095000,2.0,34.0,2416.0,4680.0,2009.0,3570000.0
3813,2019-04-26,Vasastan,95909,5300000,2.0,55.0,2892.0,4000.0,1914.0,5275000.0
3814,2019-04-26,ödermalm Katarina,92647,5750000,3.0,68.0,2727.0,4800.0,1926.0,6300000.0
3815,2019-04-26,Östermalm,88667,6650000,3.0,75.0,3802.0,4440.0,1900.0,6650000.0
3816,2019-04-26,ödermalm - Mariatorget,86782,6575000,3.5,87.0,5171.0,5400.0,1884.0,7550000.0
3817,2019-04-26,ödermalm - Maria,85870,3350000,2.0,46.0,3439.0,3629.0,1997.0,3950000.0
3818,2019-04-26,Vasastan,62430,5550000,3.0,88.9,3620.0,4640.0,1979.0,5550000.0
3819,2019-04-26,Kungsholmen,69697,4395000,2.0,66.0,3004.0,6514.0,1935.0,4600000.0
3820,2019-04-26,Vasastan,82143,3875000,2.0,56.0,2800.0,4000.0,1947.0,4600000.0
3821,2019-04-26,Kungsholmen,84337,5495000,3.0,83.0,3655.0,8960.0,1898.0,7000000.0
3822,2019-04-26,Vasastan,81818,4500000,3.0,55.0,2337.0,4800.0,1903.0,4500000.0
3823,2019-04-26,ödermalm - Hornstull,80351,4300000,2.0,57.0,3953.0,10500.0,1939.0,4580000.0
3824,2019-04-26,Kungsholmen,83750,6500000,3.0,80.0,4500.0,9000.0,1939.0,6700000.0
3825,2019-04-26,Kungsholmen,87333,2495000,1.0,30.0,1804.0,3600.0,1931.0,2620000.0
3826,2019-04-26,Kungsholmen,97222,12250000,5.0,126.0,6153.0,11600.0,2006.0,12250000.0
3827,2019-04-25,Hornstull,92308,3250000,1.5,39.0,1956.0,3800.0,1912.0,3600000.0
3828,2019-04-25,,73750,2750000,2.0,40.0,1962.0,5400.0,1935.0,2950000.0
3829,2019-04-25,,91071,6650000,2.5,84.0,3606.0,5400.0,1929.0,7650000.0
3830,2019-04-25,Östermalm,102174,4495000,2.0,46.0,1921.0,4500.0,1906.0,4700000.0
3831,2019-04-25,ödermalm-Katarina,79245,4300000,2.0,53.0,2304.0,5400.0,1981.0,4200000.0
3832,2019-04-25,ödermalm / Hornstull,88056,3250000,2.0,36.0,2064.0,3912.0,1938.0,3170000.0
3833,2019-04-25,ödermalm,83778,3195000,2.0,45.0,2479.0,3840.0,1932.0,3770000.0
3834,2019-04-25,Kungsholmen Rådhuset,87654,13995000,5.0,162.0,2472.0,7160.0,1885.0,14200000.0
3835,2019-04-25,ödermalm,86111,2490000,2.0,36.0,2118.0,5731.0,1930.0,3100000.0
3836,2019-04-25,ödermalm SoFo,80952,3350000,1.5,42.0,2798.0,7100.0,1929.0,3400000.0
3837,2019-04-25,ödermalm Högalid,83333,2495000,1.0,36.0,2317.0,4380.0,1930.0,3000000.0
3838,2019-04-25,ödermalm,93167,4995000,2.0,60.0,2666.0,3850.0,1898.0,5590000.0
3839,2019-04-25,Vasastan,108511,4250000,2.0,47.0,1454.0,6200.0,1899.0,5100000.0
3840,2019-04-24,Högalid,71429,3000000,1.5,42.0,2381.0,3900.0,1943.0,3000000.0
3841,2019-04-24,,55975,4450000,3.0,79.5,5169.0,6700.0,1990.0,4450000.0
3842,2019-04-24,Kungsholmen,79412,3795000,2.0,51.0,2977.0,7500.0,1937.0,4050000.0
3843,2019-04-24,Vasastan,93333,8990000,3.0,105.0,2548.0,6000.0,1905.0,9800000.0
3844,2019-04-24,Mariaberget,97826,3850000,2.0,46.0,2764.0,6200.0,1759.0,4500000.0
3845,2019-04-24,Östermalm,110366,8750000,3.0,82.0,4182.0,19800.0,1963.0,9050000.0
3846,2019-04-24,ödermalm,88235,3000000,2.0,34.0,2965.0,2400.0,1937.0,3000000.0
3847,2019-04-23,,94412,2490000,1.0,34.0,2533.0,2400.0,1911.0,3210000.0
3848,2019-04-23,ödermalm Maria,100357,2675000,1.0,28.0,992.0,7800.0,1930.0,2810000.0
3849,2019-04-23,Kungsholmen,85000,2250000,1.0,30.0,1847.0,7200.0,1929.0,2550000.0
3850,2019-04-23,Vasastan,73016,4495000,2.0,63.0,3643.0,5360.0,1926.0,4600000.0
3851,2019-04-23,Fredhäll,66444,3000000,2.0,45.0,2337.0,3600.0,1931.0,2990000.0
3852,2019-04-22,Hagastaden,92727,5100000,2.0,55.0,2750.0,400.0,2017.0,
3853,2019-04-21,ödermalm-SoFo,65143,4500000,2.5,70.0,2252.0,2000.0,1981.0,4560000.0
3854,2019-04-20,Östermalm/Karlaplan,100000,5175000,2.0,56.0,2744.0,13562.0,1928.0,5600000.0
3855,2019-04-19,Vasastan,120455,1995000,1.0,22.0,1083.0,4200.0,1931.0,2650000.0
3856,2019-04-19,Vasastan,92560,6950000,4.0,84.0,1344.0,5800.0,1969.0,7775000.0
3857,2019-04-18,Hornstull,95294,5995000,2.5,68.0,3649.0,7154.0,1930.0,6480000.0
3858,2019-04-18,Östermalm,91757,3395000,1.0,37.0,1361.0,1500.0,1892.0,3395000.0
3859,2019-04-18,Östermalm,100877,5995000,2.0,57.0,1715.0,4400.0,1938.0,5750000.0
3860,2019-04-18,,72442,2795000,2.0,43.0,2300.0,6120.0,1928.0,3115000.0
3861,2019-04-18,Kungsholmen,89286,4995000,2.0,56.0,1559.0,6.0,5304.0,1910.0
3862,2019-04-18,,77625,5895000,3.0,80.0,4287.0,4200.0,1924.0,6210000.0
3863,2019-04-18,Kungsholmen - Fredhäll,82151,3450000,2.0,46.5,2652.0,7776.0,1932.0,3820000.0
3864,2019-04-18,,89167,2495000,1.0,30.0,1405.0,3900.0,1934.0,2675000.0
3865,2019-04-18,ödermalm - Sofia,90789,3195000,1.0,38.0,1633.0,5000.0,1903.0,3450000.0
3866,2019-04-18,ödermalm/Blecktornsparken,98592,5500000,3.0,71.0,4062.0,7092.0,1925.0,7000000.0
3867,2019-04-18,Vasastan/Norrmalm,85833,4795000,2.0,60.0,882.0,6000.0,1967.0,5150000.0
3868,2019-04-18,Vasastan - Norrmalm,104286,5975000,3.0,63.0,2998.0,6828.0,1900.0,6570000.0
3869,2019-04-18,Kungsholmen Thorildsplan,75526,2495000,1.0,38.0,1852.0,6612.0,1926.0,2870000.0
3870,2019-04-18,Vasastan,77574,4975000,2.0,68.0,2147.0,4000.0,1907.0,5275000.0
3871,2019-04-18,ödermalm / Sofia,101538,2190000,1.0,26.0,1150.0,2784.0,1929.0,2640000.0
3872,2019-04-18,Kungsholmen/Marieberg,65574,3895000,3.0,61.0,3243.0,5000.0,1944.0,4000000.0
3873,2019-04-18,ödermalm,98966,2295000,1.0,29.0,1943.0,10422.0,1930.0,2870000.0
3874,2019-04-18,ödra Station,57432,4250000,2.5,74.0,4133.0,7200.0,1991.0,4250000.0
3875,2019-04-18,Fredhäll,99184,2450000,1.0,24.5,1511.0,2900.0,1932.0,2430000.0
3876,2019-04-17,Vasastan - Östermalm,108623,7495000,3.0,69.0,3427.0,27.0,1913.0,7495000.0
3877,2019-04-17,Katarina,77073,2995000,2.0,41.0,2307.0,4660.0,1931.0,3160000.0
3878,2019-04-17,Katarina,71742,4900000,2.0,68.3,2396.0,4600.0,1935.0,4900000.0
3879,2019-04-17,Vasastan,82540,9995000,4.0,126.0,6117.0,14.0,9300.0,1909.0
3880,2019-04-17,Hornsbergs Strand,76923,3795000,2.0,52.0,2902.0,6000.0,2011.0,4000000.0
3881,2019-04-17,Kungsholmen - Fredhäll,82941,2495000,1.5,34.0,1934.0,5016.0,1932.0,2820000.0
3882,2019-04-17,Vasastan / Odenplan,95294,3250000,1.0,34.0,1808.0,5400.0,1901.0,3240000.0
3883,2019-04-17,Vasastan,128205,8450000,3.0,78.0,2795.0,8.0,6000.0,10000000.0
3884,2019-04-17,Kungsholmen,82114,4500000,3.0,61.5,3047.0,4500.0,2006.0,5050000.0
3885,2019-04-17,Kungsholmen,71392,2750000,2.0,39.5,3150.0,4500.0,1938.0,2820000.0
3886,2019-04-17,Vasastan / Birkastan,97015,5995000,3.0,67.0,1938.0,5520.0,1916.0,6500000.0
3887,2019-04-17,Vasastan - Atlas,122172,1995000,1.0,22.1,607.0,3600.0,1929.0,2700000.0
3888,2019-04-17,Vasastan,105797,6450000,3.0,69.0,1415.0,5760.0,1896.0,7300000.0
3889,2019-04-17,Kungsholmen Fredhäll,77143,2495000,1.5,35.0,2477.0,5100.0,1932.0,2700000.0
3890,2019-04-17,Kungsholmen,96296,4895000,2.0,54.0,3466.0,3840.0,1897.0,5200000.0
3891,2019-04-17,Kungsholmen,87111,3625000,2.0,45.0,2431.0,5469.0,1931.0,3920000.0
3892,2019-04-17,ödermalm Hornstull,77326,3450000,2.0,43.0,2340.0,8651.0,1939.0,3325000.0
3893,2019-04-17,Kungsholmen Fridhemsplan,80222,3450000,2.0,45.0,2222.0,2707.0,1932.0,3610000.0
3894,2019-04-17,Kungsholmen,73198,8295000,4.0,111.0,5549.0,7831.0,1913.0,8125000.0
3895,2019-04-17,ödermalm - Sofia,61648,4795000,3.0,88.0,3695.0,12600.0,1982.0,5425000.0
3896,2019-04-17,Vasastan,105000,2975000,2.0,34.0,1700.0,6500.0,2017.0,3570000.0
3897,2019-04-17,Kungsholmen / Fridhemsplan,85870,3650000,2.0,46.0,2548.0,5210.0,1935.0,3950000.0
3898,2019-04-17,Kungsholmen,71642,4750000,3.0,67.0,3970.0,6600.0,2006.0,4800000.0
3899,2019-04-17,Kungsholmen,100990,4500000,2.0,50.5,1189.0,3600.0,1930.0,5100000.0
3900,2019-04-17,Kungsholmen,77215,5950000,3.0,79.0,2966.0,9000.0,1980.0,6100000.0
3901,2019-04-17,ödermalm,110952,2100000,1.0,21.0,1051.0,4200.0,1929.0,2330000.0
3902,2019-04-16,Kungsholmen,85185,13900000,5.0,162.0,5226.0,18000.0,1907.0,13800000.0
3903,2019-04-16,Östermalm,95614,5595000,2.0,57.0,2264.0,7020.0,1905.0,5450000.0
3904,2019-04-16,Mariatorget,96250,5450000,2.0,64.0,2881.0,6120.0,1973.0,6160000.0
3905,2019-04-16,Kungsholmen,81698,3795000,2.0,53.0,1786.0,6960.0,1943.0,4330000.0
3906,2019-04-16,ödermalm Högalid,78846,3975000,2.5,52.0,2492.0,8222.0,1930.0,4100000.0
3907,2019-04-16,Kungsholmen,109000,2395000,1.0,25.0,731.0,3000.0,1937.0,2725000.0
3908,2019-04-16,ödermalm,93636,2595000,1.5,33.0,1989.0,10500.0,1930.0,3090000.0
3909,2019-04-16,Kungsholmen,84615,7295000,3.0,91.0,4140.0,9516.0,1914.0,7700000.0
3910,2019-04-16,ödermalm Sofia,94865,3200000,1.0,37.0,1702.0,5400.0,1929.0,3510000.0
3911,2019-04-16,Kungsholmstorg,97348,6350000,3.0,66.0,3064.0,6800.0,1900.0,6425000.0
3912,2019-04-16,Kungsholmen,84921,4850000,2.0,63.0,1503.0,8400.0,1897.0,5350000.0
3913,2019-04-16,Kungsholmen,110714,2495000,1.5,28.0,1307.0,3600.0,1928.0,3100000.0
3914,2019-04-16,,73462,4490000,2.5,65.0,3545.0,5500.0,1939.0,4775000.0
3915,2019-04-16,ödermalm / Mariatorget,82258,4995000,2.0,62.0,2825.0,5600.0,1890.0,5100000.0
3916,2019-04-16,Östermalm,125833,14900000,3.0,120.0,5198.0,10800.0,1903.0,15100000.0
3917,2019-04-16,ödermalm,78395,5900000,4.0,81.0,4727.0,7620.0,1991.0,6350000.0
3918,2019-04-15,Vasastan - Norrmalm,90606,5195000,2.0,66.0,2631.0,5400.0,1899.0,5980000.0
3919,2019-04-15,Östermalm,97701,8995000,3.5,87.0,2833.0,4000.0,1928.0,8500000.0
3920,2019-04-15,ödermalm,68151,4975000,3.0,73.0,4309.0,7200.0,1992.0,
3921,2019-04-15,Östermalm,115483,3795000,2.0,32.1,1748.0,5500.0,1886.0,3707000.0
3922,2019-04-15,ödermalm - Sofia,76304,3250000,2.0,46.0,2146.0,6800.0,1930.0,3510000.0
3923,2019-04-14,Kungsholmen - Fredhäll,83452,3250000,2.0,42.0,2090.0,4800.0,1935.0,3505000.0
3924,2019-04-14,Vasastan,103000,4475000,2.0,50.0,1366.0,8100.0,1885.0,5150000.0
3925,2019-04-13,Vasastan - Birkastan,100893,4995000,2.0,56.0,2139.0,4740.0,1913.0,5650000.0
3926,2019-04-13,ödermalm-Katarina,76064,3395000,2.0,47.0,2904.0,5400.0,1926.0,3575000.0
3927,2019-04-13,,75000,3495000,2.0,50.0,3055.0,9000.0,1935.0,3750000.0
3928,2019-04-12,ödermalm,83333,5100000,2.5,69.0,3929.0,6850.0,1930.0,5750000.0
3929,2019-04-12,Kungsholmen,68421,4900000,2.0,76.0,3162.0,4400.0,1900.0,5200000.0
3930,2019-04-12,fia,63669,4450000,3.0,69.5,5250.0,6900.0,2006.0,4425000.0
3931,2019-04-12,Kungsholmen/Fredhäll,69231,2795000,2.0,45.5,2828.0,5000.0,1937.0,3150000.0
3932,2019-04-12,Östermalm,93714,8250000,3.0,87.5,3342.0,8000.0,1969.0,8200000.0
3933,2019-04-12,Maria,91447,3150000,2.0,38.0,1534.0,1550.0,1964.0,3475000.0
3934,2019-04-12,Maria,59565,3995000,2.0,69.0,4582.0,5900.0,1990.0,4110000.0
3935,2019-04-12,Högalid,87002,3795000,2.0,47.7,2347.0,4729.0,1913.0,4150000.0
3936,2019-04-12,Kungsholmen - Fridhemsplan,74336,3895000,2.0,56.5,2957.0,3240.0,2012.0,4200000.0
3937,2019-04-12,Vasastan - Odenplan,92623,9495000,5.0,122.0,4567.0,22000.0,1906.0,11300000.0
3938,2019-04-12,Vasastan - Birkastan,103226,3100000,1.0,31.0,1808.0,2500.0,1913.0,3200000.0
3939,2019-04-12,Kungsholmen,67045,2995000,2.0,44.0,2709.0,7980.0,1944.0,2950000.0
3940,2019-04-12,ödermalm,86364,6950000,3.0,88.0,1782.0,6000.0,1913.0,7600000.0
3941,2019-04-12,Vasastan - Norrmalm,108065,2995000,1.5,31.0,1840.0,4200.0,1959.0,3350000.0
3942,2019-04-12,Fo,120833,2350000,1.0,24.0,1145.0,3300.0,1926.0,2900000.0
3943,2019-04-12,Vasastan,100000,4250000,2.0,49.0,1613.0,6804.0,1888.0,4900000.0
3944,2019-04-12,ödermalm / Hornstull,82159,3150000,2.0,44.0,2114.0,6000.0,1971.0,3615000.0
3945,2019-04-12,Östermalm,88983,5250000,2.0,59.0,2489.0,6600.0,1885.0,5250000.0
3946,2019-04-12,ödermalm Högalid,85366,3250000,2.0,41.0,1881.0,6300.0,1910.0,3500000.0
3947,2019-04-12,ödermalm Sofia,76809,3610000,2.0,47.0,2291.0,4500.0,1936.0,3610000.0
3948,2019-04-12,ödermalm Högalid,81081,5475000,2.5,74.0,3376.0,5400.0,1927.0,6000000.0
3949,2019-04-12,ödermalm Sofia,60959,4450000,3.0,73.0,5744.0,5000.0,1997.0,4450000.0
3950,2019-04-12,Norrmalm,82880,16500000,6.0,184.0,6206.0,14900.0,1892.0,15250000.0
3951,2019-04-12,Kungsholmen,118750,5295000,2.0,48.0,1780.0,10.0,5300.0,1912.0
3952,2019-04-11,Östermalm / Vasastan,116935,6495000,2.0,62.0,2582.0,20.0,1881.0,
3953,2019-04-11,fia,80488,2995000,1.5,41.0,1745.0,6572.0,1929.0,3300000.0
3954,2019-04-11,"Andel i bostadsförening -

    Hornstull",85366,3250000,2.0,41.0,2245.0,1913.0,,3500000.0
3955,2019-04-11,"Andel i bostadsförening -

    Vasastan - City/Norrmalm",86442,4495000,2.0,52.0,853.0,3600.0,1887.0,
3956,2019-04-11,Högalid,62185,7350000,5.0,119.0,4182.0,6500.0,1969.0,7400000.0
3957,2019-04-11,fia,106000,2250000,1.0,25.0,1052.0,4413.0,1928.0,2650000.0
3958,2019-04-11,Vasastan - Östermalm,119306,4295000,2.0,36.0,1990.0,33.0,1913.0,4295000.0
3959,2019-04-11,Vasastan,101111,4200000,2.0,45.0,2049.0,4080.0,1906.0,4550000.0
3960,2019-04-11,Kungsholmstorg,98214,12500000,5.0,140.0,1273.0,1.0,1320.0,1929.0
3961,2019-04-11,Kungsholmen,131250,2475000,1.0,24.0,1210.0,7200.0,1934.0,3150000.0
3962,2019-04-11,Kungsholmen,94024,3595000,2.0,41.0,2382.0,4200.0,1937.0,3855000.0
3963,2019-04-11,Kungsholmen - Fredhäll,73600,5375000,3.0,75.0,3628.0,6864.0,1938.0,5520000.0
3964,2019-04-11,Kungsholmen,91935,7795000,4.0,93.0,5079.0,6896.0,1920.0,8550000.0
3965,2019-04-11,Östermalm,145000,2390000,1.0,20.0,938.0,7200.0,1885.0,2900000.0
3966,2019-04-11,ödermalm - Zinkensdamm,81818,4195000,2.0,55.0,2995.0,4560.0,1942.0,4500000.0
3967,2019-04-11,Hagastaden,73125,2895000,2.0,40.0,2562.0,3480.0,2018.0,2925000.0
3968,2019-04-11,Hagastaden,80208,3695000,2.0,48.0,2944.0,3480.0,2018.0,3850000.0
3969,2019-04-11,Vasastan,90000,3450000,1.5,43.0,981.0,3400.0,1924.0,3870000.0
3970,2019-04-11,Kungsholmen,83810,3150000,2.0,42.0,1788.0,4900.0,1934.0,3520000.0
3971,2019-04-11,Vasastan,91346,4450000,2.0,52.0,1854.0,4972.0,1904.0,4750000.0
3972,2019-04-11,ödermalm,76829,5995000,3.5,82.0,4216.0,4474.0,1927.0,6300000.0
3973,2019-04-11,Vasastan,89512,3195000,2.0,41.0,2366.0,4243.0,1919.0,3670000.0
3974,2019-04-11,Kungsholmen,80909,4495000,2.0,55.0,2752.0,2800.0,1913.0,4450000.0
3975,2019-04-11,Östermalm,97802,8900000,3.0,91.0,4239.0,15600.0,1968.0,8900000.0
3976,2019-04-11,Östermalm,107937,13450000,4.0,126.0,4226.0,6100.0,1904.0,13600000.0
3977,2019-04-11,irkastan,100161,2895000,1.0,31.0,1679.0,3200.0,1929.0,3105000.0
3978,2019-04-11,irkastan,92593,4695000,2.0,54.0,2181.0,4000.0,1904.0,5000000.0
3979,2019-04-10,Katarina,79825,4395000,2.0,57.0,3370.0,5000.0,1914.0,4550000.0
3980,2019-04-10,Östermalm,139737,2195000,1.0,19.0,449.0,4500.0,1929.0,2655000.0
3981,2019-04-10,Kungsholmen - Hornsbergs Strand - Stadshagen,67284,5495000,3.0,81.0,4016.0,6540.0,2012.0,5450000.0
3982,2019-04-10,Vasastan,84444,3850000,2.0,45.0,3409.0,5400.0,2007.0,3800000.0
3983,2019-04-10,,94231,9150000,4.0,104.0,4167.0,9204.0,1927.0,9800000.0
3984,2019-04-10,ödermalm SoFo,66234,4995000,4.0,77.0,3481.0,4800.0,1946.0,5100000.0
3985,2019-04-10,Vasastan/Norrmalm,85000,4995000,3.0,60.0,3665.0,6600.0,1945.0,5100000.0
3986,2019-04-10,Fredhäll,82745,3500000,2.0,51.0,2262.0,7300.0,1930.0,4220000.0
3987,2019-04-10,Vasastan,83117,5775000,3.0,77.0,3086.0,16127.0,1895.0,6400000.0
3988,2019-04-10,Kungsholmen Fridhemsplan,81633,3945000,2.0,49.0,1796.0,3600.0,1906.0,4000000.0
3989,2019-04-10,ödermalm,71250,2850000,1.5,40.0,2129.0,4700.0,1964.0,2850000.0
3990,2019-04-10,ödermalm,72973,4950000,3.0,74.0,2496.0,8400.0,1983.0,5400000.0
3991,2019-04-10,Vasastan,100971,9500000,4.0,103.0,4392.0,9200.0,1865.0,10400000.0
3992,,Katarina,112400,2295000,1.0,25.0,1423.0,5000.0,1929.0,2810000.0
3993,,Katarina,97273,2650000,1.0,33.0,1531.0,6196.0,1905.0,3210000.0
3994,,Kungsholmen - Fredhäll,85294,2595000,2.0,34.0,1934.0,3660.0,1931.0,2900000.0
3995,,,95808,7995000,4.0,83.5,4274.0,9000.0,1953.0,8000000.0
3996,,Kristineberg,90909,2700000,2.0,33.0,1527.0,4200.0,1938.0,3000000.0
3997,,Kungsholmen,102597,3250000,2.0,38.5,2948.0,5400.0,1934.0,3950000.0
3998,,Kungsholmen,93939,8500000,4.0,99.0,5406.0,11400.0,1920.0,9300000.0
3999,,ödermalm / Högalid,70732,4995000,3.0,82.0,4044.0,4800.0,1966.0,5800000.0
4000,,Vasastan/Birkastan,103435,11500000,5.0,131.0,3149.0,4680.0,1926.0,13550000.0
4001,,Kungsholmen,97115,2195000,1.0,26.0,1790.0,3840.0,1934.0,2525000.0
4002,,Vasastan,97200,12000000,4.5,125.0,4761.0,15600.0,1881.0,12150000.0
4003,,City / Norrmalm,84211,7995000,3.0,114.0,4138.0,8600.0,1870.0,9600000.0
4004,,Östermalm,88235,7750000,2.0,85.0,3527.0,10000.0,1879.0,7500000.0
4005,,ödermalm Sofia,78652,3500000,2.0,44.5,2243.0,4000.0,1930.0,3500000.0
4006,,Kungsholmen/Fridhemsplan,69565,4495000,2.5,69.0,3095.0,5600.0,1929.0,4800000.0
4007,,Hornstull,87105,3250000,1.0,38.0,1954.0,6864.0,1930.0,3310000.0
4008,,Kungsholmen/Kungsholms Strand,69565,4895000,2.0,69.0,2404.0,6324.0,1929.0,4800000.0
4009,,Vasastan - Norrmalm,84756,3475000,1.0,41.0,1948.0,4200.0,1893.0,3475000.0
4010,,Kungsholmen,79365,3895000,3.0,63.0,3700.0,5848.0,1943.0,5000000.0
4011,,Vasastan,99029,9250000,5.5,103.0,4637.0,8.0,6400.0,1901.0
